"prnrnmc"	"isnrnmc"	"prnr"	"prname"	"isnr"	"type"	"council"	"proc"	"counvte"	"proccde"	"issues"	"intro"	"finact"	"pcom"	"pep"	"pat"	"pbe"	"pbu"	"pcr"	"pcy"	"pcz"	"pdk"	"pee"	"pfi"	"pfr"	"pde"	"pel"	"phu"	"pie"	"pit"	"plv"	"plt"	"plu"	"pmt"	"pnl"	"ppl"	"ppt"	"pro"	"psi"	"psk"	"pes"	"pse"	"puk"	"scom"	"sep"	"sat"	"sbe"	"sbu"	"scr"	"scy"	"scz"	"sdk"	"see"	"sfi"	"sfr"	"sde"	"sel"	"shu"	"sie"	"sit"	"slv"	"slt"	"slu"	"smt"	"snl"	"spl"	"spt"	"sro"	"ssi"	"ssk"	"ses"	"sse"	"suk"	"rp"	"out"
													"4.1"	"4.1"	"0.48"	"0.58"	"0.09"	"0.08"	"0.03"	"0.31"	"0.37"	"0.04"	"0.28"	"2.8"	"4.1"	"0.22"	"0.2"	"0.5"	"2.09"	"0.04"	"0.07"	"0.08"	"0.02"	"1.03"	"0.75"	"0.27"	"0.32"	"0.06"	"0.12"	"1.46"	"0.55"	"2.64"																																
1	1	"d00032"	"documents"	"d00032i1"	"Reg"	"General"	"COD"	"QMV"	3	4	"26-01-00"	1930-05-01	100	100	40	40					100		100	40	0	40		40	0			40		100		40				0	100	100	50	50	40	20	0		0	0	80	0	80	20	80	20	0	20	60	0	0	20	0	20	0	20	0	0	0	80	80	60	0	100
1	2	"d00032"	"documents"	"d00032i2"	"Reg"	"General"	"COD"	"QMV"	3	4	"26-01-00"	1930-05-01	50	0	100	50					0		0	100	100	50		0	100			50		0		50				100	0	50	20	80	50	20	0		0	0	80	0	80	50	50	50	0	20	50	0	0	50	0	20	0	50	0	0	0	50	80	50		0
1	3	"d00032"	"documents"	"d00032i3"	"Reg"	"General"	"COD"	"QMV"	3	4	"26-01-00"	1930-05-01	100	0	100	100					60		60	100	100	100		60	100			100		60		100				100	0	100	10	60	90	60	0		0	0	60	0	60	90	90	60	0	30	60	0	0	60	0	60	0	90	0	0	0	90	30	80	100	100
1	4	"d00032"	"documents"	"d00032i4"	"Reg"	"General"	"COD"	"QMV"	3	4	"26-01-00"	1930-05-01	100	0	100	50					0		0	100	100	100		0	100			100		0		100				100	0	50	90	20	90	60	0		0	0	95	0	95	90	90	60	0	40	90	0	0	60	0	40	0	90	0	0	0	90	95	60	0	50
2	5	"d00060"	"buses"	"d00060i1"	"Dir"	"Trans"	"COD"	"QMV"	3	2	"23-03-00"	999	100	50	100	50					50		50	100	100	100			100			50		0		100				50	50	50	80	80	70	40	0		0	0	70	0	90	70	90	60	0	0	70	0	0	40	0	90	0	70	0	0	0	90	90	50		50
2	6	"d00060"	"buses"	"d00060i2"	"Dir"	"Trans"	"COD"	"QMV"	3	2	"23-03-00"	999	100	100	0	0					100		0	0	0	0		0	0			0		0		0				0	0	70	40	40	70	50	0		0	0	70	0	80	80	90	80	0	50	80	0	0	40	0	80	0	70	0	0	0	90	80	70	0	0
3	7	"d00062"	"landmines"	"d00062i1"	"Reg"	"Develop"	"COD"	"QMV"	3	3	"14-03-00"	2023-07-01	100	100	100	100								0	100			100				0		100		100				100			100	100	20	100	0		0	0	0	0	0	100	20	0	0	20	0	0	0	20	0	100	0	20	0	0	0	20	0	0		90
3	8	"d00062"	"landmines"	"d00062i2"	"Reg"	"Develop"	"COD"	"QMV"	3	3	"14-03-00"	2023-07-01	60	100										100	0															100	10	0	100	100	0	0	0		0	0	0	0	0	80	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	50	80		60
3	9	"d00062"	"landmines"	"d00062i3"	"Reg"	"Develop"	"COD"	"QMV"	3	3	"14-03-00"	2023-07-01	100	100	100	100					100		100	100	100	100		100	100			100		0		100				100	100	100	50	100	50	50	0		0	0	50	0	50	80	50	50	0	50	100	0	0	50	0	100	0	50	0	0	0	90	50	50		95
4	10	"d00067"	"tankers"	"d00067i1"	"Reg"	"Trans"	"COD"	"QMV"	3	2	"21-03-00"	999	100	50		100					50		50	100	100	0		50	100					50		100				100	50	50	60	60	0	60	0		0	0	70	0	60	100	60	80	0	60	60	0	0	0	0	70	0	60	0	0	0	60	70	60	0	50
4	11	"d00067"	"tankers"	"d00067i2"	"Reg"	"Trans"	"COD"	"QMV"	3	2	"21-03-00"	999	0			0					100		100	0	0	100		100	0					100		0				0	100	100	60	0	0	60	0		0	0	70	0	60	80	60	100	0	60	60	0	0	0	0	70	0	60	0	0	0	60	70	60	0	100
5	12	"d00184"	"comnet"	"d00184i1"	"Dir"	"Telecom"	"COD"	"QMV"	3	3	"12-07-00"	999	100	100	0	50					50		60	60	0	50		60	50			50		60		50				0	50	60	90	90	80	70	0		0	0	70	0	70	80	95	70	0	80	70	0	0	40	0	80	0	70	0	0	0	85	70	85		100
5	13	"d00184"	"comnet"	"d00184i2"	"Dir"	"Telecom"	"COD"	"QMV"	3	3	"12-07-00"	999	0	100	0	30					30		30	30	0	0		30	30			0		30		100				30	30	60	90	80	70	60	0		0	0	70	0	70	80	80	60	0	60	60	0	0	60	0	80	0	80	0	0	0	75	70	90		30
5	14	"d00184"	"comnet"	"d00184i3"	"Dir"	"Telecom"	"COD"	"QMV"	3	3	"12-07-00"	999	100	100	0	0					0		0	0	0	0		0	0			0		0		0				0	0	0	85	70	60	60	0		0	0	60	0	60	60	85	60	0	60	60	0	0	60	0	60	0	60	0	0	0	60	60	60		0
6	15	"d95341"	"takeovers"	"d95341i1"	"Dir"	"IM"	"COD"	"QMV"	3	4	"07-02-96"	"04-07-01"	100	100	0	100					0		0	0	0	0		100	0			0		100		0				0	0	100	50	60	60	50	0		0	0	50	0	50	60	60	50	0	30	50	0	0	50	0	30	0	50	0	0	0	60	50	30	0	0
6	16	"d95341"	"takeovers"	"d95341i2"	"Dir"	"IM"	"COD"	"QMV"	3	4	"07-02-96"	"04-07-01"	100	0	100	0					100		100	100	100	100		100	100			100		0		100				100	100	100	75	90	75	50	0		0	0	75	0	75	75	75	75	0	75	75	0	0	75	0	75	0	50	0	0	0	75	75	75		
6	17	"d95341"	"takeovers"	"d95341i3"	"Dir"	"IM"	"COD"	"QMV"	3	4	"07-02-96"	"04-07-01"	0	100										75	100			0	75					75						0		0	50	50	0	0	0		0	0	0	0	0	50	50	0	0	70	50	0	0	0	0	50	0	0	0	0	0	50	0	70	0	0
6	18	"d95341"	"takeovers"	"d95341i4"	"Dir"	"IM"	"COD"	"QMV"	3	4	"07-02-96"	"04-07-01"	100	100	50	50					50		50	100	50	50		50	100			50		50		100				50	50	50	75	50	50	50	0		0	0	50	0	50	75	50	75	0	75	75	0	0	50	0	90	0	75	0	0	0	50	50	70	0	0
7	19	"d96085"	"resale"	"d96085i1"	"Dir"	"IM"	"COD"	"QMV"	3	4	"13-03-96"	2027-09-01	82	100		82					82		82	82	82	82		9	82			9		9		82				82	82	9	75	50	0	50	0		0	0	80	0	80	60	50	80	0	75	50	0	0	75	0	75	0	50	0	0	0	50	80	50	0	45
7	20	"d96085"	"resale"	"d96085i2"	"Dir"	"IM"	"COD"	"QMV"	3	4	"13-03-96"	2027-09-01	100	82		100					45		45	100	100	100		100	100			45		45		100				100	45	9	90	20	0	50	0		0	0	50	0	50	90	90	60	0	60	50	0	0	60	0	60	0	60	0	0	0	60	50	90	0	64
7	21	"d96085"	"resale"	"d96085i3"	"Dir"	"IM"	"COD"	"QMV"	3	4	"13-03-96"	2027-09-01	100			100					9		9	100	100	100		9	100			9		9		100				100	9	9	20	0	0	50	0		0	0	50	0	50	50	50	50	0	50	50	0	0	50	0	50	0	50	0	0	0	50	50	50	0	32
7	22	"d96085"	"resale"	"d96085i4"	"Dir"	"IM"	"COD"	"QMV"	3	4	"13-03-96"	2027-09-01	100	82	9	100					100		100	100	100	100		9	100			9		9		100				100	100	9	95	45	50	50	0		0	0	50	0	50	75	75	60	0	90	50	0	0	90	0	90	0	60	0	0	0	60	50	95	0	41
8	23	"d96112"	"choco"	"d96112i1"	"Dir"	"IM"	"COD"	"QMV"	3	4	"17-04-96"	"23-06-00"	0	100	0	100					0		0	100	0	100		0	100			100		100		0				100	0	0	100	100	80	100	0		0	0	80	0	80	90	80	80	0	80	80	0	0	80	0	90	0	80	0	0	0	80	80	80	100	50
8	24	"d96112"	"choco"	"d96112i2"	"Dir"	"IM"	"COD"	"QMV"	3	4	"17-04-96"	"23-06-00"	20	100	0	100					0		0	100	20	100		0	100			100		100		0				100	0	0	80	80	80	100	0		0	0	80	0	80	90	80	80	0	80	80	0	0	80	0	90	0	80	0	0	0	80	80	90	0	60
8	25	"d96112"	"choco"	"d96112i3"	"Dir"	"IM"	"COD"	"QMV"	3	4	"17-04-96"	"23-06-00"	0	100	0	100					0		0	100	0	100		0	100			100		100		0				100	0	0	90	50	50	100	0		0	0	50	0	50	50	50	50	0	100	60	0	0	50	0	50	0	50	0	0	0	50	50	100	0	0
8	26	"d96112"	"choco"	"d96112i4"	"Dir"	"IM"	"COD"	"QMV"	3	4	"17-04-96"	"23-06-00"	100	0	100	0					100		100	0	100	0		100	0			0		0		100				0	100	100	70	70	70	80	0		0	0	70	0	70	80	70	70	0	70	70	0	0	70	0	90	0	70	0	0	0	70	70	70		100
9	27	"d96161"	"guarantees"	"d96161i1"	"Dir"	"IM"	"COD"	"QMV"	3	2	"18-06-96"	"25-05-99"	100	100	100	100					0		0	100	0	100		100	100			100		0		100				100	0	0	80	70	70	70	0		0	0	80	0	70	75	80	70	0	70	70	0	0	70	0	75	0	70	0	0	0	70	70	50		50
9	28	"d96161"	"guarantees"	"d96161i2"	"Dir"	"IM"	"COD"	"QMV"	3	2	"18-06-96"	"25-05-99"	0	0	0	0					100		100	0	100	0		0	0			0		100		0				0	100	100	70	70	60	60	0		0	0	80	0	70	70	60	60	0	60	60	0	0	70	0	60	0	60	0	0	0	60	70	20	50	50
10	29	"d97264"	"autoinsure"	"d97264i1"	"Dir"	"IM"	"COD"	"Unan"	4	1	"10-10-97"	"16-05-00"	44	100	44	44					44		44	44	44	44		44	44			44		44		44				44	44	44	60	90	75	75	0		0	0	75	0	75	75	75	75	0	75	75	0	0	75	0	75	0	75	0	0	0	75	75	75	0	78
11	30	"d97359"	"copyright"	"d97359i1"	"Dir"	"IM"	"COD"	"Unan"	4	3	"10-12-97"	2022-05-01	100	80	100	50					100		100	50	100	100		100	50			100		100		100				50	100	100	80	70	80	80	0		0	0	80	0	80	80	80	80	0	80	80	0	0	80	0	80	0	80	0	0	0	80	80	80	0	80
11	31	"d97359"	"copyright"	"d97359i2"	"Dir"	"IM"	"COD"	"Unan"	4	3	"10-12-97"	2022-05-01	100		25	100					25		25	100	25	25		0	100			25		25		25				100	25	0	70	0	60	55	0		0	0	70	0	60	60	60	60	0	55	60	0	0	60	0	70	0	60	0	0	0	60	50	90	0	25
11	32	"d97359"	"copyright"	"d97359i3"	"Dir"	"IM"	"COD"	"Unan"	4	3	"10-12-97"	2022-05-01	0	100	0	100					0		0	100	0	0		0	100			0		0		0				100	0	0	60	70	50	80	0		0	0	80	0	50	70	50	80	0	70	50	0	0	50	0	50	0	50	0	0	0	50	80	70	0	33
12	33	"d98134"	"cuscode"	"d98134i1"	"Reg"	"IM"	"COD"	"QMV"	3	4	"03-06-98"	"16-11-00"	0	100	25	25					25		25	100	25	100		25	100			25		25		75				100	25	25	30	50	40	40	0		0	0	60	0	30	95	25	75	0	40	90	0	0	0	0	60	0	60	0	0	0	95	50	50	100	100
12	34	"d98134"	"cuscode"	"d98134i2"	"Reg"	"IM"	"COD"	"QMV"	3	4	"03-06-98"	"16-11-00"	0	0	25	100					25		25	100	25	100		0	100											100	25	0	50	40	40	50	0		0	0	50	0	50	40	60	50	0	90	40	0	0	0	0	0	0	0	0	0	0	40	50	75	100	0
12	35	"d98134"	"cuscode"	"d98134i3"	"Reg"	"IM"	"COD"	"QMV"	3	4	"03-06-98"	"16-11-00"	100	100	75	75					75		75	0	100	50		75	0					75		50				0	0	0	70	60	60	40	0		0	0	50	0	50	70	75	50	0	50	60	0	0	0	0	50	0	40	0	0	0	80	60	40	0	0
12	36	"d98134"	"cuscode"	"d98134i4"	"Reg"	"IM"	"COD"	"QMV"	3	4	"03-06-98"	"16-11-00"	0	25	100	100					100		100	100	100	100		100	100			100		100		100				100	100	100	90	75	50	50	0		0	0	60	0	50	60	60	50	0	60	50	0	0	0	0	60	0	50	0	0	0	60	50	60	0	50
13	37	"d98191"	"esign"	"d98191i1"	"Dir"	"IM"	"COD"	"Unan"	4	3	"13-05-98"	"13-12-99"	0	70	100	70					70		35	100	100	50		35	70			50		35		70				70	70	35	100	80	100	80	0		0	0	80	0	100	100	100	50	0	100	80	0	0	50	0	100	0	80	0	0	0	80	80	100	70	60
13	38	"d98191"	"esign"	"d98191i2"	"Dir"	"IM"	"COD"	"Unan"	4	3	"13-05-98"	"13-12-99"	10	30	80	10					50		5	80	80	70		5	80			50		0		80				100	50	5	20	20	60	20	0		0	0	20	0	20	60	60	30	0	20	60	0	0	20	0	20	0	60	0	0	0	80	20	20	70	50
13	39	"d98191"	"esign"	"d98191i3"	"Dir"	"IM"	"COD"	"Unan"	4	3	"13-05-98"	"13-12-99"	100	15	0	15					15		40	15	0			50	15			40		50		30				15	0	40	30	90	90	90	0		0	0	90	0	70	90	90	0	0	10	90	0	0	70	0	10	0	50	0	0	0	90	90	70	10	20
14	40	"d98195"	"socrates"	"d98195i1"	"Dec"	"Social"	"COD"	"QMV"	3	3	"27-05-98"	"24-01-00"	80	100	60	80					80		80	60	60	80		80	80			80		60		80				80	60	60	90	100	80	80	0		0	0	80	0	80	80	80	80	0	80	80	0	0	80	0	90	0	80	0	0	0	80	80	90	0	75
14	41	"d98195"	"socrates"	"d98195i2"	"Dec"	"Social"	"COD"	"QMV"	3	3	"27-05-98"	"24-01-00"	100	100	0	0					0		0	0	0	0		0	0			0		0		0				0	0	0	80	100	60	60	0		0	0	60	0	60	60	60	60	0	60	60	0	0	60	0	60	0	60	0	0	0	60	60	60	0	100
14	42	"d98195"	"socrates"	"d98195i3"	"Dec"	"Social"	"COD"	"QMV"	3	3	"27-05-98"	"24-01-00"	100	100	100	100					100		100	100	0	100		100	100			100		0		100				100	0	0	50	70	50	50	0		0	0	50	0	50	50	70	50	0	50	50	0	0	50	0	70	0	50	0	0	0	50	70	70	0	0
15	43	"d98240"	"orphanmed"	"d98240i1"	"Reg"	"IM"	"COD"	"QMV"	3	1	"27-07-98"	"16-12-99"	0	100	100	70					85		0	100	100	85		100	100			100		100		100				100	100	100	35	35	35	50	0		0	0	60	0	40	35	35	60	0	35	70	0	0	35	0	35	0	35	0	0	0	35	35	35	0	100
16	44	"d98252"	"emoney"	"d98252i1"	"Dir"	"ECOFIN"	"COD"	"Unan"	4	2	"29-07-98"	"18-09-00"	50		60	80					50		30	50	75	90		40	100			10		30		80				90	0	0	70	0	60	60	0		0	0	50	0	50	40	60	80	0	40	100	0	0	80	0	50	0	80	0	0	0	80	80	80	0	60
16	45	"d98252"	"emoney"	"d98252i2"	"Dir"	"ECOFIN"	"COD"	"Unan"	4	2	"29-07-98"	"18-09-00"	75		75	100					75		17	75	75	75		33	100			17		33		100				100	17	17	30	0	50	60	0		0	0	70	0	85	50	50	70	0	60	90	0	0	50	0	80	0	70	0	0	0	70	90	85	0	33
17	46	"d98300"	"Turkey"	"d98300i1"	"Reg"	"General"	"COD"	"QMV"	3	3	"21-10-98"	2022-01-01	100	100	100	100					100		100	100	100	0		100	100			100		100		100				100	100	100	90	90	90	90	0		0	0	90	0	90	90	90	90	0	90	90	0	0	90	0	90	0	90	0	0	0	90	90	90	0	100
17	47	"d98300"	"Turkey"	"d98300i2"	"Reg"	"General"	"COD"	"QMV"	3	3	"21-10-98"	2022-01-01	0	100	0	0					0		0	0	0	100		0	0			0		0		0				0	100	0	60	95	70	70	0		0	0	70	0	70	70	70	70	0	70	70	0	0	70	0	70	0	70	0	0	0	70	70	70		100
17	48	"d98300"	"Turkey"	"d98300i3"	"Reg"	"General"	"COD"	"QMV"	3	3	"21-10-98"	2022-01-01	100	100	100	100					100		100	0	100	100		100	100			100		100		100				100	100	0	40	40	40	40	0		0	0	40	0	40	40	40	40	0	40	40	0	0	40	0	40	0	40	0	0	0	40	40	40		100
18	49	"d98323"	"BSE"	"d98323i1"	"Reg"	"Agri"	"COD"	"QMV"	3	3	"18-11-98"	2022-05-01	0	100	100	0					100		100	100	100	100		100	100			100		0		0				100	100	0	80	100	65	80	0		0	0	80	0	65	80	80	80	0	80	80	0	0	80	0	80	0	80	0	0	0	80	65	80		100
18	50	"d98323"	"BSE"	"d98323i2"	"Reg"	"Agri"	"COD"	"QMV"	3	3	"18-11-98"	2022-05-01	100	100	100	33					33		100	33	33	33		33	33			33		33		33				33	100	33	90	90	90	80	0		0	0	80	0	90	80	80	80	0	80	80	0	0	80	0	80	0	80	0	0	0	80	90	80	0	93
18	51	"d98323"	"BSE"	"d98323i3"	"Reg"	"Agri"	"COD"	"QMV"	3	3	"18-11-98"	2022-05-01	70	70	0	0					50		50	0	100	50		50	50			50		0		50				50	0	50	100	80	80	80	0		0	0	80	0	80	80	90	80	0	80	80	0	0	80	0	90	0	80	0	0	0	80	80	80	0	70
19	52	"d98325"	"ecommerce"	"d98325i1"	"Dir"	"IM"	"COD"	"Unan"	4	3	"18-11-98"	"08-06-00"	0	100	100	75					100		100	0	100	0		0	100			0		100		0				100	100	0	100	100	50	100	0		0	0	0	0	75	100	75	0	0	100	75	0	0	100	0	0	0	100	0	0	0	0	0	100	100	10
19	53	"d98325"	"ecommerce"	"d98325i2"	"Dir"	"IM"	"COD"	"Unan"	4	3	"18-11-98"	"08-06-00"	100	100	0	0									0			100	0			0		100						0		100	100	100	100	75	0		0	0	0	0	0	0	100	0	0	0	100	0	0	25	0	0	0	0	0	0	0	100	0	50	0	75
19	54	"d98325"	"ecommerce"	"d98325i3"	"Dir"	"IM"	"COD"	"Unan"	4	3	"18-11-98"	"08-06-00"	0	100	75	100					50		75	100	75			0	75			0		100		0				0	75	0	100	0	100	75	0		0	0	75	0	0	100	100	0	0	100	75	0	0	100	0	50	0	60	0	0	0	60	100	100	100	13
20	55	"d99083"	"dangoods"	"d99083i1"	"Dir"	"Trans"	"COD"	"QMV"	3	1	"17-05-99"	"10-10-00"	55		60	60					100		100	100	100	60		0	60			60		0		100				60	60	0	45	0	50	40	0		0	0	50	0	50	40	40	30	0	45	30	0	0	25	0	40	0	50	0	0	0	30	40	45	0	70
21	56	"d99127"	"ballasts"	"d99127i1"	"Dir"	"Energy"	"COD"	"QMV"	3	2	"16-06-99"	"18-09-00"	100	100	47	100					100		47	100	47	33			47			100		100		47				47	100	100	30	30	60	10	0		0	0	30	0	60	10	60	80	0	0	60	0	0	10	0	40	0	10	0	0	0	40	10	10	0	47
21	57	"d99127"	"ballasts"	"d99127i2"	"Dir"	"Energy"	"COD"	"QMV"	3	2	"16-06-99"	"18-09-00"	30	100	0	30					50		0	30	0	0		30	0			30		80		30				30	30	30	20	30	80	10	0		0	0	10	0	80	10	80	80	0	10	80	0	0	10	0	30	0	10	0	0	0	70	10	10	0	30
22	58	"d99158"	"foodads"	"d99158i1"	"Dir"	"IM"	"COD"	"QMV"	3	1	"22-07-99"	"12-02-01"	0	100	0	0					100		0	100	0	0		0	0			0		0		0				100	0	0	50	70	5	5	0		0	0	25	0	20	25	20	5	0	5	5	0	0	5	0	5	0	5	0	0	0	25	5	25	100	0
23	59	"d99204"	"beeflabels"	"d99204i1"	"Reg"	"Agri"	"COD"	"QMV"	3	4	"21-10-99"	"17-07-00"	81	86	81	81					81		100	100	100	52		81	52			81		81		81				81	81	81	50	90	50	50	0		0	0	50	0	70	70	60	90	0	50	90	0	0	50	0	50	0	50	0	0	0	50	50	50	0	86
23	60	"d99204"	"beeflabels"	"d99204i2"	"Reg"	"Agri"	"COD"	"QMV"	3	4	"21-10-99"	"17-07-00"	52	100	52	52					52		100	100	100	52		52	52			52		52		52				52	52	52	70	80	50	50	0		0	0	50	0	50	80	80	60	0	50	50	0	0	50	0	50	0	50	0	0	0	50	50	50	0	76
23	61	"d99204"	"beeflabels"	"d99204i3"	"Reg"	"Agri"	"COD"	"QMV"	3	4	"21-10-99"	"17-07-00"	100	60	60	50					50		85	100	85	40		20	40			50		40		50				40	50	50	60	50	30	30	0		0	0	30	0	60	60	50	30	0	30	30	0	0	30	0	40	0	30	0	0	0	30	30	30	0	20
23	62	"d99204"	"beeflabels"	"d99204i4"	"Reg"	"Agri"	"COD"	"QMV"	3	4	"21-10-99"	"17-07-00"	80	100	80	60					60		80	80	80	80		20	20			80		20		80				35	60	60	80	90	50	50	0		0	0	50	0	60	80	70	20	0	90	60	0	0	50	0	60	0	50	0	0	0	70	50	50	0	60
24	63	"d99217"	"beeftrade"	"d99217i1"	"Dir"	"Agri"	"COD"	"QMV"	3	1	"25-10-99"	"16-05-00"	0	20	100	0					0		0	0	0			0	0			0		0						0	0		100	60	50	80	0		0	0	10	0	10	100	10	0	0	10	100	0	0	10	0	10	0	0	0	0	0	10	10	0	100	0
25	64	"d99238"	"toys"	"d99238i1"	"Dir"	"IM"	"COD"	"QMV"	3	3	"10-11-99"	999	25	100	100	75					100		75	25	100	90		0	75			90		0		25				0	100	0	90	90	90	75	0		0	0	90	0	60	50	90	60	0	75	75	0	0	60	0	75	0	50	0	0	0	90	90	90	0	40
25	65	"d99238"	"toys"	"d99238i2"	"Dir"	"IM"	"COD"	"QMV"	3	3	"10-11-99"	999	33	100	0						0		0	67	0									67		67				67	0	67	40	90	50	0	0		0	0	40	0	50	50	50	0	0	0	0	0	0	0	0	50	0	50	0	0	0	90	50	90	0	67
25	66	"d99238"	"toys"	"d99238i3"	"Dir"	"IM"	"COD"	"QMV"	3	3	"10-11-99"	999	100	20	0	20					0		90	90	0	10		100	100			10		100		90				100	0	100	80	80	50	40	0		0	0	50	0	50	50	50	40	0	30	30	0	0	40	0	30	0	50	0	0	0	30	50	30		10
26	67	"d99244"	"tobacco"	"d99244i1"	"Dir"	"Health"	"COD"	"QMV"	3	5	"16-11-99"	"05-06-01"	100	100	0	100					100		100	100	0	0		100	100			0		100		100				0	100	100	80	50	70	60	0		0	0	50	0	60	60	80	75	0	60	70	0	0	70	0	50	0	50	0	0	0	45	50	50	0	90
26	68	"d99244"	"tobacco"	"d99244i2"	"Dir"	"Health"	"COD"	"QMV"	3	5	"16-11-99"	"05-06-01"	50	100	0	50					50		50	50	0	25		50	50			0		50		50				50	50	50	75	85	60	70	0		0	0	50	0	75	70	60	75	0	75	75	0	0	60	0	60	0	60	0	0	0	75	70	85	0	95
26	69	"d99244"	"tobacco"	"d99244i3"	"Dir"	"Health"	"COD"	"QMV"	3	5	"16-11-99"	"05-06-01"	40	40	100	100					60		60	100	100	40		100	40			40		40		40				100	60	40	60	50	55	75	0		0	0	75	0	60	80	55	45	0	80	50	0	0	55	0	50	0	50	0	0	0	50	45	50	0	65
26	70	"d99244"	"tobacco"	"d99244i4"	"Dir"	"Health"	"COD"	"QMV"	3	5	"16-11-99"	"05-06-01"	0		0	0					0		0	100	100	0		100	0					0		0				100	0	100	80	0	0	55	0		0	0	50	0	55	60	70	40	0	70	60	0	0	0	0	50	0	50	0	0	0	70	55	70	0	50
26	71	"d99244"	"tobacco"	"d99244i5"	"Dir"	"Health"	"COD"	"QMV"	3	5	"16-11-99"	"05-06-01"	50	100	25	100					50		100	100	25	50		100	100			50		25		25				50	100	100	50	50	65	70	0		0	0	50	0	70	70	80	60	0	70	70	0	0	65	0	55	0	65	0	0	0	70	70	70	0	95
27	72	"d99252"	"rail"	"d99252i1"	"Dir"	"Trans"	"COD"	"QMV"	3	3	"25-11-99"	2019-03-01	100	85	75	90					50			90	90				75			90		95						60	70	50	35	25	25	35	0		0	0	15	0	0	35	45	0	0	0	10	0	0	35	0	25	0	0	0	0	0	45	15	40	0	80
27	73	"d99252"	"rail"	"d99252i2"	"Dir"	"Trans"	"COD"	"QMV"	3	3	"25-11-99"	2019-03-01	100	73	80	80					100		100	100	80	100		100	100			100		100		100				80	100	67	25	5	15	10	0		0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	90
